fighter_a,fighter_b,date,label,height_diff,reach_diff,age_diff,wins_diff,losses_diff,win_streak_diff,slpm_diff,sapm_diff,td_avg_diff,sub_avg_diff,kd_avg_diff,ctrl_avg_diff,ko_rate_diff,sub_rate_diff,southpaw_diff
Jussier Formiga,Deiveson Figueiredo,2019-03-23,1,0.0,-1.0,2.677618069815196,4.0,4.0,-1.0,-0.9128020613000931,0.5514308159350849,-0.5981552890884507,-3.2073941108478596,-1.1862273890179826,-5.532190154136071,-0.75,0.375,0.0
Steven Peterson,Luis Pena,2019-03-23,0,-5.0,-5.0,3.101984941820671,0.0,0.0,2.0,3.2273381294964034,2.5705035971223027,-0.11870503597122295,-0.3093525179856115,-0.8093525179856115,-2.868585131894484,0.0,-1.0,-1.0
Marlon Vera,Frankie Saenz,2019-03-23,1,2.0,4.0,-12.306639288158795,1.0,1.0,0.0,-0.7541365235676047,0.8410323661830237,-1.0123212265754535,1.1784951327819997,0.2660943747552294,-6.5337962710518305,0.3333333333333333,0.5,0.0
Angela Hill,Randa Markos,2019-03-23,0,-1.0,1.0,0.5749486652977396,-1.0,0.0,0.0,2.90740139757313,2.2194510166039656,-1.1479225605934396,-0.24083489430024083,0.2783361682387506,-11.164661791928634,0.0,0.0,0.0
Jack Hermansson,David Branch,2019-03-30,1,0.0,-1.0,-6.704996577686515,1.0,-2.0,3.0,3.2533198687200198,-0.11362210120099547,-0.4574602373138097,0.6050420168067226,-0.18393623543838136,-8.104648898185886,0.35,0.2,0.0
Michael Johnson,Josh Emmett,2019-03-30,0,4.0,3.0,-1.251197809719372,7.0,7.0,3.0,0.4144733288270168,0.31687274748337435,-1.3061284472862584,-0.1451253830318065,-0.6735136394137186,-1.8642740054318168,0.11363636363636365,0.0,1.0
Karolina Kowalkiewicz,Michelle Waterson-Gomez,2019-03-30,0,0.0,2.0,0.22724161533196252,1.0,1.0,-3.0,1.7765017101748812,1.641938668492248,-2.0384549136727292,-1.3087736306349977,0.0,-10.306140574444285,0.0,-0.5,0.0
Edson Barboza,Justin Gaethje,2019-03-30,0,0.0,5.0,2.8145106091718013,12.0,4.0,0.0,-4.540218069635571,-6.401502183029868,0.4612005856515373,0.06588579795021962,0.2910606766824169,1.161401207801587,-0.5,0.0,0.0
Desmond Green,Ross Pearson,2019-03-30,1,2.0,4.0,-5.0403832991101964,-10.0,-9.0,0.0,-0.47541135227866027,-1.8278391884836283,0.24479749384649807,0.0,-0.30208100246140074,-1.309226523457895,-0.3333333333333333,0.0,1.0
Gerald Meerschaert,Kevin Holland,2019-03-30,0,-2.0,-4.0,4.8843258042436695,3.0,1.0,-2.0,-1.8135041816075774,0.19694290955645588,0.032422007060792346,0.1935344421475007,0.43520309477756286,-0.004705347691388084,0.25,-0.25,1.0
Mark De La Rosa,Alex Perez,2019-03-30,0,0.0,0.0,-2.444900752908964,-1.0,0.0,3.0,-1.7938301961933143,-0.7705035950310055,-2.9563199130254754,-0.9778820243281904,-0.500277932184547,-11.82444634003202,-0.3333333333333333,0.16666666666666669,0.0
Max Holloway,Dustin Poirier,2019-04-13,0,2.0,-3.0,-2.872005475701574,0.0,-1.0,9.0,1.2032875276628374,0.2833639640913277,-1.6789527794171344,-0.4699865539058817,-0.40636882576563993,-14.244866115215425,0.0,-0.0625,-1.0
Kelvin Gastelum,Israel Adesanya,2019-04-13,0,-7.0,-9.0,-2.255989048596849,5.0,3.0,-3.0,-0.6790055595690547,0.798206489304897,0.837468982630273,-0.03298049439331596,-0.22497408675440533,7.834280868172254,-0.10000000000000003,0.2,1.0
Eryk Anders,Khalil Rountree Jr.,2019-04-13,0,0.0,-1.0,2.8528405201916485,0.0,0.0,-1.0,1.4381166778427055,1.5500367212695982,2.0547945205479454,0.17123287671232879,-1.4129705910527823,13.04858383625507,-0.33333333333333337,0.0,0.0
Dwight Grant,Alan Jouban,2019-04-13,1,1.0,3.0,-2.803559206023266,-6.0,-3.0,0.0,-3.1619165396451065,-1.9314658767363608,0.2333841419573781,0.0,-0.8010986166633115,-3.867964683213022,0.4285714285714286,0.0,-1.0
Ovince Saint Preux,Nikita Krylov,2019-04-13,0,0.0,3.0,8.91444216290212,5.0,3.0,1.0,-2.9272666110103134,0.6491244308928108,0.26995428570401525,-1.3940748449155764,-0.6529586684172357,-9.875210546070312,-0.04545454545454547,-0.13636363636363635,1.0
Wilson Reis,Alexandre Pantoja,2019-04-13,0,-1.0,-2.0,5.273100616016428,3.0,4.0,-1.0,-2.457721593541701,-0.4288693238247321,4.401750101218874,-1.1368777560342866,-0.25076623014767346,5.718348921109083,0.0,-0.2142857142857143,1.0
Belal Muhammad,Curtis Millender,2019-04-13,1,-3.0,-4.0,-0.6050650239561968,2.0,2.0,0.0,0.4163693664540844,1.1138532519450974,1.7717292119316708,0.14200063111391606,-0.7165605095541401,11.301788022101046,-0.1333333333333333,0.0,0.0
Montel Jackson,Andre Soukhamthath,2019-04-13,1,1.0,5.0,-3.5017111567419583,-1.0,-2.0,0.0,-0.10239031770045459,-2.028048411497731,0.2114977307110435,0.6730711043872919,-1.3615733736762483,-8.004145234493192,-0.5,1.0,1.0
Poliana Botelho,Lauren Mueller,2019-04-13,1,3.0,0.0,2.915811088295687,1.0,0.0,0.0,-0.005060728744939347,-2.0743927125506074,-0.8577935222672066,0.0,0.721153846153846,-7.435728744939271,0.5,0.0,0.0
Aleksei Oleinik,Alistair Overeem,2019-04-20,0,-2.0,0.0,2.9075975359342863,-3.0,-4.0,1.0,-0.640301620407508,0.902170827728344,2.4872576484962177,2.2805723876636765,-0.3391378395389304,6.259302225129277,-0.5,0.8333333333333334,0.0
Shamil Abdurakhimov,Marcin Tybura,2019-04-20,1,0.0,-2.0,4.186173853524984,0.0,-1.0,1.0,-1.16064346424798,-0.7455665948710553,-0.11161239148359803,0.06771987797881246,0.06771987797881246,-6.115230388668206,-0.25,0.0,0.0
Sultan Aliev,Keita Nakamura,2019-04-20,1,0.0,1.0,-0.3230663928815858,-3.0,-4.0,-2.0,-0.9014105474710632,-1.1609272598702796,-0.27329568715552544,-0.42174320524835984,-0.42174320524835984,15.38790901309045,0.0,-0.5,-1.0
Jacare Souza,Jack Hermansson,2019-04-27,0,0.0,-5.0,8.50924024640657,3.0,1.0,-2.0,-1.7210018415809012,1.1570574610989628,-0.457429282484489,0.288774984698431,0.44189852700491,3.9054511333946316,-0.05555555555555558,0.1111111111111111,0.0
Cory Sandhagen,John Lineker,2019-04-27,1,8.0,3.0,-1.856262833675565,-9.0,-3.0,1.0,3.675524475524475,-1.2246503496503491,1.1171328671328673,1.0305944055944058,0.5979020979020981,18.36398601398602,0.16666666666666663,0.25,0.0
Mike Perry,Alex Oliveira,2019-04-27,1,-1.0,-5.0,-3.5646817248459968,-4.0,0.0,0.0,0.9156435883809957,2.5200641160352912,-2.3209023660352144,-0.881982360352793,0.6566585691130684,-20.80518301203615,0.3555555555555556,-0.3333333333333333,0.0
Ion Cutelaba,Glover Teixeira,2019-04-27,0,-1.0,-1.0,-14.130047912388775,-8.0,-3.0,1.0,1.3450870103726933,-0.561303170566597,-0.15110898318402666,-0.7904270501701615,-0.07458652116630626,-7.640205822973735,0.303030303030303,-0.36363636363636365,1.0
Jim Miller,Jason Gonzalez,2019-04-27,1,-6.0,-3.0,6.4996577686516055,17.0,10.0,0.0,0.015051432835290868,-0.354859914367438,1.723666210670315,0.8010730719349051,0.14774281805745554,13.450715085188412,0.16666666666666666,-0.6111111111111112,0.0
Jodie Esquibel,Angela Hill,2019-04-27,0,-2.0,0.0,-1.3141683778234068,-3.0,-4.0,0.0,-0.7134848709948995,3.2050958252859907,-0.40112910414500075,0.0,-0.2674194027633338,-0.6657752686574554,0.0,0.0,0.0
Dhiego Lima,Court McGee,2019-04-27,1,3.0,0.0,-4.136892539356602,-6.0,-1.0,0.0,-2.15956384616259,-0.4730895492000098,0.15070245950599226,0.9457619578297998,0.6313735385697383,0.5721625203299538,0.5,-0.25,0.0
Merab Dvalishvili,Brad Katona,2019-05-04,1,0.0,4.0,0.9390828199863108,-1.0,2.0,-1.0,-1.1222222222222227,-0.5444444444444443,6.333333333333333,0.0,0.33333333333333337,12.32222222222222,0.0,0.0,0.0
Donald Cerrone,Al Iaquinta,2019-05-04,1,3.0,3.0,4.087611225188226,13.0,5.0,1.0,0.45637737135437284,0.6695691186358426,0.33210307682957974,0.29460153928696614,0.2701826459687774,2.9603194924018474,0.01010101010101011,0.2727272727272727,0.0
Elias Theodorou,Derek Brunson,2019-05-04,0,0.0,-2.0,-4.405201916495553,-1.0,-3.0,5.0,1.0727658522990104,-0.4752184369082957,-0.9281018615622876,-0.5383848454636092,-0.897308075772682,-8.027585830405041,-0.41666666666666663,-0.1111111111111111,-1.0
Shane Burgos,Cub Swanson,2019-05-04,1,3.0,5.0,-7.375770020533878,-6.0,-5.0,4.0,1.9636804562365313,1.8040765830456467,-0.2173928722799906,0.13497959078040392,0.9533848418110471,-1.7611113680265325,-0.15000000000000002,0.25,0.0
Macy Chiasson,Sarah Moras,2019-05-04,1,4.0,5.0,-3.2388774811772763,0.0,-3.0,4.0,3.5987801644126227,0.4844868735083532,-0.9546539379474941,2.3786793953858387,3.333333333333333,30.660567488729775,0.5,0.0,0.0
Rose Namajunas,Jessica Andrade,2019-05-11,0,4.0,3.0,-0.7611225188227237,-4.0,-2.0,0.0,-2.8666111114144623,-1.31722441031698,-0.8533849571553915,0.39415107360384877,0.09910480159508542,-3.5110422364125213,-0.033333333333333354,0.3,0.0
Jared Cannonier,Anderson Silva,2019-05-11,1,-3.0,0.0,-8.922655715263517,-13.0,-1.0,2.0,0.6794469212759875,0.4102221498374714,0.009984826317849083,-0.40029651593773163,-0.7806233792397651,0.708735745141678,0.1029411764705882,-0.17647058823529413,-1.0
Jose Aldo,Alexander Volkanovski,2019-05-11,0,1.0,-1.0,2.0561259411362123,4.0,3.0,-4.0,-2.731704079924008,0.808893374724426,-2.518189625836561,-0.4191195364568021,-0.5588260486090695,-16.86726376635793,-0.09999999999999998,0.0,0.0
Irene Aldana,Bethe Correia,2019-05-11,1,4.0,4.0,-4.761122518822727,-2.0,-1.0,3.0,1.7599051633298206,3.4542500878117313,0.3103266596417281,0.0,0.0,-7.992869687390236,-0.25,0.0,0.0
Warlley Alves,Sergio Moraes,2019-05-11,1,-1.0,0.0,-8.451745379876797,-2.0,0.0,0.0,0.337193591846185,0.7982693005939039,-0.26819520607357106,0.4563304090644383,0.037940470286414105,5.3331106219773545,-0.125,0.125,0.0
BJ Penn,Clay Guida,2019-05-11,0,2.0,0.0,2.9869952087611225,-2.0,0.0,-5.0,0.4243951698982995,1.0454505346591518,-2.1608889026639186,-0.14438690909734941,0.05136750728433759,-15.736136355082877,0.35714285714285715,0.047619047619047616,0.0
Rafael Dos Anjos,Kevin Lee,2019-05-18,1,-1.0,-7.0,7.857631759069129,7.0,5.0,-1.0,-0.44417300936223736,0.14353930090169964,-1.1442244426809378,-0.2787312974843833,0.21775949673360753,-10.250352942433118,0.13529411764705881,-0.2235294117647059,1.0
Nik Lentz,Charles Oliveira,2019-05-18,0,-2.0,-6.0,5.177275838466805,0.0,-2.0,-2.0,0.4494622509021742,-0.12049490693829634,0.5715695162924646,-1.416564449896006,0.015652498533411552,6.961559383499546,0.21428571428571427,-0.7857142857142858,0.0
Ed Herman,Patrick Cummins,2019-05-18,1,-1.0,1.0,0.12320328542094217,4.0,4.0,-1.0,-0.8887456256936033,-0.2715047614006103,-1.9484025628567272,1.1878262414900715,0.24757014487438106,-5.144059545393535,-0.033333333333333326,0.4,0.0
Zak Cummings,Trevin Giles,2019-05-18,1,0.0,1.0,8.010951403148532,5.0,3.0,-1.0,-2.662274923144488,1.6137402224358748,-2.671010931880497,0.8695652173913043,-0.30231812840508493,-6.595615378224075,-0.8571428571428572,0.42857142857142855,1.0
Julian Erosa,Julio Arce,2019-05-18,0,6.0,4.0,0.24093086926762552,-1.0,2.0,-2.0,-0.17300492959616287,1.6514483454434417,0.8811144250427023,0.18208529882911018,0.0,1.1031214875521052,0.0,-0.5,0.0
Sijara Eubanks,Aspen Ladd,2019-05-18,0,-2.0,1.0,9.842573579739906,0.0,0.0,0.0,-2.519575113808801,-1.9856853818917553,1.1342943854324732,0.0,0.5,-7.32857865452706,-1.0,0.0,0.0
Alexander Gustafsson,Anthony Smith,2019-06-01,0,1.0,3.0,1.5277207392197099,3.0,1.0,0.0,0.8230211295571879,-1.0471765986037225,1.1079876727571376,-0.07002279844705106,0.1616660246959183,6.776228308908601,-0.2142857142857143,0.05714285714285716,0.0
Makwan Amirkhani,Chris Fishgold,2019-06-01,1,2.0,4.0,3.575633127994525,3.0,0.0,0.0,-1.5653457204754255,-2.3884760404371974,-4.920748294150721,-1.3256741080700474,0.3145753233135268,0.40771528484854613,0.25,-0.75,1.0
Christos Giagos,Damir Hadzovic,2019-06-01,1,1.0,1.0,-3.4606433949349764,-1.0,1.0,-1.0,-1.2901981460194465,-1.1178014654175399,1.3453994350350094,0.027769584948532988,-0.5893909626719057,15.14543308233946,-0.6666666666666666,0.5,0.0
Aleksandar Rakic,Jimi Manuwa,2019-06-01,1,3.0,-1.0,-11.967145790554415,-3.0,-5.0,6.0,1.8877346758167812,-2.3576855282092106,0.7836207688371216,-0.35778175313059035,0.34352296932611914,13.670132221789695,-0.16666666666666669,0.0,0.0
Leonardo Santos,Stevie Ray,2019-06-01,1,2.0,5.0,10.132785763175907,-1.0,-3.0,4.0,-1.0446966484488827,0.13340563367622726,0.7533178892871892,-0.13542470452452904,0.15066357785743784,4.6524120548752785,-0.1333333333333333,0.4,-1.0
Nick Hein,Frank Camacho,2019-06-01,0,-4.0,-7.0,5.065023956194384,3.0,0.0,0.0,-3.691891273355812,-4.895166528864115,-0.6638612877497975,0.0,0.3183023872679045,-3.1123806344538503,0.0,0.0,1.0
Tonya Evinger,Lina Lansberg,2019-06-01,0,0.0,5.0,0.7720739219712556,-2.0,-1.0,-1.0,-0.9632031373266963,2.7556997137044856,0.476416452175882,-0.2498611882287618,0.0,-9.64897785154307,0.0,0.0,0.0
Henry Cejudo,Marlon Moraes,2019-06-08,1,-2.0,-3.0,1.21013004791239,4.0,1.0,0.0,0.34963216958551024,0.02127549914428073,1.8703414842673485,-0.7267170851277667,-1.2119530862737786,11.084459259730869,-0.25,-0.25,0.0
Valentina Shevchenko,Jessica Eye,2019-06-08,1,-1.0,0.0,-1.6125941136208084,1.0,-3.0,-1.0,-0.18395556789071899,-0.6200142279729608,1.465226004651207,-0.46684339978370926,0.0,6.896898238092047,0.0,0.4,1.0
Tony Ferguson,Donald Cerrone,2019-06-08,1,-2.0,3.0,-0.8761122518822759,-9.0,-7.0,8.0,0.6831361016000566,-1.07625280228687,-0.4521559713375155,0.9402387444580745,-0.7000773204065336,-3.9039430618895663,-0.2204968944099379,0.16770186335403725,0.0
Jimmie Rivera,Petr Yan,2019-06-08,0,-3.0,1.0,3.6221765913757693,2.0,2.0,-5.0,-2.5072541119993987,0.9600013598868751,-0.9145031935229583,-0.3450920245398773,-0.2036098915738977,-2.84499113862333,-0.33333333333333337,0.0,0.0
Blagoy Ivanov,Tai Tuivasa,2019-06-08,1,-3.0,-2.0,6.433949349760436,-2.0,0.0,2.0,-1.3492768009075435,1.4370391378332386,0.0,0.0,-1.0209869540555871,-9.275014180374361,-0.6666666666666666,0.0,0.0
Nina Nunes,Tatiana Suarez,2019-06-08,0,0.0,-2.0,5.043121149897335,0.0,2.0,0.0,0.3374224478285388,2.5829103214890012,-7.161590524534687,-0.1565143824027072,0.0,-40.436125211505924,-0.25,-0.25,-1.0
Ricardo Lamas,Calvin Kattar,2019-06-08,0,-3.0,-1.0,5.848049281314168,7.0,4.0,0.0,-1.9294482867057372,-3.8503799417118376,0.867406396583664,0.9614357440444395,-0.4786036450785514,11.79428309052837,-0.2666666666666666,0.3,0.0
Alexa Grasso,Karolina Kowalkiewicz,2019-06-08,1,2.0,2.0,-7.816563997262147,-3.0,-2.0,1.0,-1.011710625231288,-1.9696897699652207,0.1892631687560464,0.3142458100558659,0.0,2.036707929299081,0.0,0.0,0.0
Yan Xiaonan,Angela Hill,2019-06-08,1,2.0,-1.0,-4.424366872005475,-1.0,-6.0,2.0,1.2024840198605107,-1.074150759329635,-0.3538199449613419,0.0,-0.23587996330756122,-5.28644272630644,0.0,0.0,0.0
Katlyn Cerminara,Joanne Wood,2019-06-08,1,3.0,3.0,-3.014373716632445,-1.0,-1.0,-3.0,-1.7802456861315488,0.07112304191246288,-1.6106581825412607,-0.5491814144627825,-0.3702193941804202,-17.678716776032346,-0.2,-0.2,0.0
Aljamain Sterling,Pedro Munhoz,2019-06-08,1,1.0,6.0,-2.896646132785765,1.0,0.0,0.0,-0.8643626622767107,-3.930634377391731,1.031061820387298,-0.16787246025213365,-0.7621951219512195,14.175890626579445,-0.2638888888888889,-0.041666666666666685,0.0
Montana De La Rosa,Andrea Lee,2019-06-22,0,1.0,-1.0,-6.00684462696783,1.0,0.0,1.0,-2.103523412146499,-0.7051460361613349,-0.24826147426981904,2.1293463143254523,0.0,8.53824756606398,0.0,1.0,0.0
Chan Sung Jung,Renato Moicano,2019-06-22,1,-4.0,0.0,2.179329226557151,-1.0,0.0,0.0,-1.8245040118021172,-0.14948779932177603,-0.12900951795433202,0.4460513219922449,0.22302566099612245,3.890495811555956,0.5,0.09999999999999998,0.0
Randy Brown,Bryan Barberena,2019-06-22,1,3.0,6.0,-1.1800136892539328,-1.0,-1.0,0.0,-3.0103942138660096,-2.3844274756384487,0.7017552703842322,0.3037893185823308,-0.6804958514606129,10.427837883967646,-0.35,0.04999999999999999,-1.0
Kevin Holland,Alessio Di Chirico,2019-06-22,1,3.0,7.0,-2.8993839835728927,-1.0,-1.0,0.0,0.7460069922465196,0.011383803069461962,-0.43699226965730587,1.7013232514177694,-0.5507955936352509,2.656958812382431,-0.3333333333333333,0.5,0.0
Luis Pena,Matt Wiman,2019-06-22,1,5.0,7.0,-9.793292265571527,-8.0,-4.0,0.0,-1.0313879378772621,-0.4948118863086983,-1.0717291957274122,-1.3629420260202112,0.34674620730194766,-4.034369045532369,-0.2,0.2,1.0
Ashley Yoder,Syuri Kondo,2019-06-22,1,3.0,3.0,1.3059548254620132,0.0,1.0,3.0,-4.526881720430108,-4.543548387096774,1.25,0.75,0.25,9.433333333333334,0.0,0.0,1.0
Kevin Aguilar,Dan Ige,2019-06-22,0,0.0,2.0,2.9103353867214246,-1.0,-1.0,-1.0,0.8970573051109958,0.11120289106866288,-2.7878162106350026,-0.4646360351058338,0.03536396489416621,-12.89624849423507,-0.3333333333333333,-0.3333333333333333,0.0
Junior Dos Santos,Francis Ngannou,2019-06-29,0,0.0,-6.0,2.598220396988367,7.0,2.0,1.0,2.734968423879328,1.1441450458990408,0.33559549556268176,-0.38310601344374173,0.039217162462952926,-0.4508250097902997,-0.08333333333333337,-0.125,0.0
Jussier Formiga,Joseph Benavidez,2019-06-29,0,1.0,2.0,-0.7036276522929441,-5.0,1.0,2.0,-2.4443311670862222,-0.845666521307078,0.2060912083195312,0.29744873204506983,-0.17083324192678043,7.545030455467597,-0.2857142857142857,0.26190476190476186,-1.0
Anthony Rocco Martin,Demian Maia,2019-06-29,0,-1.0,1.0,-12.095824777549623,-12.0,-5.0,3.0,1.056806284871533,0.7931886806772404,-1.7310554270462783,0.06097256550775998,0.16465419853965735,-6.069299011722983,0.075,-0.125,-1.0
Vinc Pichel,Roosevelt Roberts,2019-06-29,1,-4.0,-1.0,11.219712525667351,2.0,2.0,-3.0,-0.36059248602164606,0.6513422489618415,2.7397573815518426,-0.5061635549161299,0.2501389660922735,-7.6889775365399124,0.25,-0.5,0.0
Drew Dober,Marco Polo Reyes,2019-06-29,1,-3.0,-1.0,-3.94798083504449,2.0,3.0,0.0,-1.6849349703322352,-1.0033373047814935,1.0466854959295564,0.14952649941850807,-1.3688679977057037,8.393481224372685,-0.4166666666666667,0.16666666666666666,1.0
Dan Moret,Jared Gordon,2019-06-29,0,3.0,5.0,1.7932922655715302,-2.0,0.0,0.0,-4.529255231618974,-0.5958228478152519,-2.7452067455202513,0.0,0.0,-1.5882298454968762,-0.5,0.0,1.0
Maurice Greene,Junior Albini,2019-06-29,1,4.0,6.0,4.692676249144423,1.0,-3.0,5.0,0.780217696362878,-1.6604088443888196,-1.7647058823529411,0.8704061895551257,-0.5882352941176471,-15.289642355975271,-1.0,0.5,0.0
Thiago Santos,Jon Jones,2019-07-06,0,-2.0,-8.0,3.5290896646132808,-5.0,4.0,-11.0,0.6299416365908259,0.2028469846870513,-1.1672881617285855,-0.4164412594850403,1.2790064372195538,-4.795978461734039,0.5683760683760684,-0.2777777777777778,0.0
Holly Holm,Amanda Nunes,2019-07-06,0,0.0,0.0,6.617385352498289,-5.0,3.0,-7.0,-1.8081037439896965,0.3090591970969516,-1.2710163409312796,-0.572546378686475,-0.4791660093152361,-3.7334022122476274,-0.19999999999999996,-0.2,1.0
Luke Rockhold,Jan Blachowicz,2019-07-06,0,1.0,-1.0,-1.6454483230663897,0.0,-2.0,0.0,1.415526315789474,-0.2838157894736839,-0.27828947368421053,1.0835526315789474,0.13618421052631585,2.951052631578948,0.33333333333333337,0.16666666666666669,1.0
Michael Chiesa,Diego Sanchez,2019-07-06,1,3.0,3.0,-5.932922655715267,-10.0,-7.0,-1.0,-0.6881045040721436,-0.6609154079287602,1.8372592464600075,0.6602662049759388,-0.09614457491666412,5.917746978542617,-0.3333333333333333,0.75,0.0
Randa Markos,Claudia Gadelha,2019-07-06,0,0.0,0.0,3.326488706365506,0.0,1.0,2.0,-0.34740144854857125,-1.6116513681000915,-2.092078129193313,-0.5529892013032216,-0.11273957158962795,-1.9872168264514762,0.0,0.0,0.0
Alejandro Perez,Song Yadong,2019-07-06,0,-2.0,0.0,8.249144421629019,4.0,2.0,-4.0,-0.825003916653611,-0.3601580587323969,-1.0802130659564466,-0.8728915348059952,-1.0256410256410258,-14.575887339634797,0.09523809523809523,-0.3333333333333333,0.0
Jack Marshman,Edmen Shahbazyan,2019-07-06,0,-2.0,-2.0,7.920602327173167,1.0,3.0,-1.0,0.49883935385398104,1.2162140676672601,-7.5,0.0,-0.2506518697532434,-37.19328733146782,-0.16666666666666669,0.0,0.0
Gilbert Melendez,Arnold Allen,2019-07-06,0,1.0,3.0,11.780971937029431,-4.0,5.0,-9.0,0.7581381406562246,1.6844768553259242,-1.240186033570732,-0.6487265737626142,-0.4324843825084095,-7.525445295393277,0.0,-0.4,-1.0
Germaine de Randamie,Aspen Ladd,2019-07-13,1,3.0,5.0,10.850102669404517,2.0,1.0,1.0,-2.4256246037012006,-2.636314522350332,-2.3091725465041693,-1.731879409878127,0.21510516252390055,-22.847102557530015,-0.2666666666666666,0.0,0.0
Urijah Faber,Ricky Simon,2019-07-13,1,0.0,-2.0,13.30047912388775,7.0,6.0,-2.0,0.4111332637108771,-0.5478021456375202,-2.6671413652330767,0.2434254248552169,-0.4103294408050888,-4.421304471660495,0.0,0.26666666666666666,0.0
Josh Emmett,Mirsad Bektic,2019-07-13,1,-2.0,0.0,5.9548254620123195,-1.0,1.0,-1.0,0.5856756943633128,1.8919079027850096,-2.0118227508079514,-0.24702106552216108,0.8072546080428527,-32.76463313469796,0.06666666666666671,-0.16666666666666666,0.0
Cezar Ferreira,Marvin Vettori,2019-07-13,0,1.0,4.0,8.594113620807668,7.0,3.0,0.0,-1.2925020885547203,-0.6924745576061366,0.8393141945773528,-0.07739519252677152,0.21146616541353383,8.1848418394471,0.0,-0.16666666666666669,0.0
Andre Fili,Sheymon Moraes,2019-07-13,1,3.0,2.0,0.2956878850102669,5.0,3.0,2.0,1.0546289410386773,0.35766262135430527,2.495780081986979,0.21702435495538946,-0.17866514823918472,7.165799717523857,0.2857142857142857,0.0,0.0
Ryan Hall,Darren Elkins,2019-07-13,1,0.0,-1.0,-0.7720739219712556,-11.0,-6.0,5.0,-1.061836880742748,-2.302416999755516,-2.210955345648691,-0.41880422419769225,-0.12708274498729172,-9.534610260908188,-0.21428571428571427,0.26190476190476186,1.0
Pingyuan Liu,Jonathan Martinez,2019-07-13,0,-2.0,2.0,1.1800136892539363,1.0,-1.0,1.0,-1.0333333333333332,0.9333333333333336,-0.5,2.0,0.5,-11.399999999999999,0.0,0.0,-1.0
Benito Lopez,Vince Morales,2019-07-13,1,3.0,3.0,-3.397672826830938,0.0,0.0,-2.0,0.2498622589531685,1.1165289256198352,0.0,0.8264462809917356,0.8264462809917356,6.0041322314049586,0.0,0.0,0.0
Walt Harris,Aleksei Oleinik,2019-07-20,1,3.0,-3.0,-5.971252566735117,-1.0,3.0,3.0,-0.36057751586759457,-0.9573987125866283,-2.4934875828608445,-2.192986748136304,0.8761378381710825,-16.531702896777944,0.8333333333333334,-0.8333333333333334,1.0
